"ID","L0_Domain","L1_Group","Level","Source","Primary_Capability","Capability_Name","Definition","Key_Components","Technologies","BNZ_Status","Priority","Maturity_Basic","Maturity_Intermediate","Maturity_Advanced","Maturity_Optimized","Success_Metrics"
"CP-221","Foundations","Data & Knowledge","L2","Data & Knowledge","1. Knowledge Capture & Ingestion","1.3 Metadata Enrichment","Enhance captured knowledge with additional contextual information, classifications, and semantic annotations","Automatic Tagging; Sentiment Analysis; Topic Modeling; Language Detection; Quality Scoring; Temporal Analysis","NLP libraries (spaCy, NLTK, Hugging Face Transformers); Topic modeling (LDA, BERTopic); Sentiment analysis models; Custom classification models","Gap","Low","Manual tagging, basic categories","Automated tagging, 10-20 categories, 80%+ accuracy","Multi-label classification, 50+ categories, sentiment analysis","Contextual enrichment, custom ontologies, confidence scoring","Tagging accuracy (%); Number of metadata fields enriched; Enrichment processing time (seconds/document); User acceptance rate of automatic tags (%)"
"CP-222","Foundations","Data & Knowledge","L2","Data & Knowledge","1. Knowledge Capture & Ingestion","1.4 Real-Time Knowledge Streaming","Capture and process knowledge as it is created or modified, enabling immediate availability for consumption","Event Stream Processing; Change Data Capture (CDC); Message Queue Integration; Stream Processing; Incremental Updates","Apache Kafka; Debezium for CDC; AWS Kinesis Data Streams; Apache Flink","Gap","Low","Batch updates every 24 hours","Batch updates every hour, basic streaming","Real-time streaming for critical sources, <5 min latency","Sub-second latency, event-driven architecture, 99.9% reliability","End-to-end latency (seconds); Event throughput (events/second); Stream processing reliability (%); Number of real-time sources"
"CP-223","Foundations","Data & Knowledge","L2","Data & Knowledge","2. Knowledge Organization & Modeling","2.1 Knowledge Graph Construction","The ability to build and maintain enterprise knowledge graphs that represent entities, relationships, and attributes in a connected graph structure","Graph Schema Design; Entity Extraction; Relationship Extraction; Graph Population; Graph Evolution; Property Enrichment","Neo4j, Amazon Neptune, Azure Cosmos DB (Gremlin API); Graph query languages (Cypher, Gremlin, SPARQL); Entity linking frameworks; Graph ML libraries (NetworkX, PyG)","Gap","Low","Simple graph with 100-1K entities, manual construction","10K-100K entities, automated extraction, 5-10 entity types","100K-1M entities, 20+ entity types, complex relationships","1M+ entities, self-evolving graph, inference capabilities","Number of entities in graph; Number of relationships; Graph completeness score (%); Query response time (ms)"
"CP-224","Foundations","Data & Knowledge","L2","Data & Knowledge","2. Knowledge Organization & Modeling","2.2 Ontology Management","Define, maintain, and govern formal ontologies that establish common vocabularies, taxonomies, and semantic relationships","Ontology Definition; Concept Hierarchies; Property Definitions; Ontology Alignment; Reasoning Rules; Version Control","Prot̩g̩ ontology editor; Apache Jena for RDF management; OWL API; SPARQL","Gap","Low","Flat taxonomy, simple hierarchies","Multi-level taxonomy, basic ontology with 50-100 concepts","Formal ontology with 200+ concepts, reasoning capabilities","Multiple aligned ontologies, automated reasoning, 500+ concepts","Number of ontology concepts; Ontology coverage (% of domain); Reasoning performance (inferences/second); Alignment accuracy with industry standards (%)"
"CP-225","Foundations","Data & Knowledge","L2","Data & Knowledge","2. Knowledge Organization & Modeling","2.3 Entity Resolution & Linking","Identify when different references represent the same real-world entity and link them together, enabling unified views across data sources","Entity Matching; Record Linkage; Disambiguation; Identity Management; Cross-Reference Mapping","Dedupe, RecordLinkage Python libraries; Fuzzy matching algorithms (Levenshtein, Jaro-Winkler); ML-based entity resolution models; Master Data Management (MDM) tools","Gap","Low","Manual entity matching, exact matches only","Fuzzy matching, rule-based resolution, 80%+ accuracy","ML-based resolution, probabilistic matching, 90%+ accuracy","Real-time resolution, multi-source reconciliation, 95%+ accuracy","Entity resolution accuracy (%); False positive rate (%); Processing time per entity (ms); Coverage across data sources (%)"
"CP-226","Foundations","Data & Knowledge","L2","Data & Knowledge","2. Knowledge Organization & Modeling","2.4 Relationship Modeling","Identify, classify, and model relationships between entities, enabling graph traversal and multi-hop reasoning","Relationship Type Definition; Relationship Extraction; Relationship Validation; Temporal Relationships; Weighted Relationships; Hierarchical Relationships","Relation extraction models (SpanBERT, T5); Graph neural networks for link prediction; Rule-based relationship identification; Dependency parsing","Gap","Low","Simple relationships (links, references), manual creation","5-10 relationship types, basic automated extraction","20+ relationship types, weighted relationships, 85%+ accuracy","Complex relationships, temporal modeling, inference, 90%+ accuracy","Number of relationship types; Relationship extraction accuracy (%); Graph density (relationships per entity); Relationship coverage (% of possible connections)"
"CP-227","Foundations","Data & Knowledge","L2","Data & Knowledge","2. Knowledge Organization & Modeling","2.5 Taxonomy & Classification","Organize knowledge into hierarchical categories and apply consistent classification schemes across the enterprise","Taxonomy Design; Auto-Classification; Multi-Label Classification; Faceted Classification; Classification Validation; Taxonomy Evolution","Text classification models (BERT, RoBERTa, XGBoost); Hierarchical classification algorithms; Active learning; Taxonomy management tools","Gap","Low","Flat categories, manual classification","2-3 level hierarchy, automated classification, 80%+ accuracy","4+ levels, faceted classification, 90%+ accuracy","Dynamic taxonomies, confidence scoring, 95%+ accuracy","Classification accuracy (%); Taxonomy depth (levels); Coverage (% of content classified); User satisfaction with classifications (%)"
"CP-228","Foundations","Data & Knowledge","L2","Data & Knowledge","3. Knowledge Storage & Retrieval","3.1 Vector Database Management","Store, index, and retrieve high-dimensional vector embeddings for semantic similarity search","Vector Indexing; Embedding Storage; Similarity Search; Index Optimization; Batch Processing; Hybrid Search","Pinecone, Weaviate, Qdrant, Milvus; pgvector (PostgreSQL extension); Amazon OpenSearch with k-NN; FAISS","Gap","Low","<100K vectors, basic similarity search","1M-10M vectors, optimized indexes, <100ms query time","10M-100M vectors, distributed indexing, hybrid search","100M+ vectors, auto-scaling, multi-tenancy, <50ms query time","Number of vectors stored; Query latency (ms); Recall@K accuracy (%); Index update throughput (vectors/second)"
"CP-229","Foundations","Data & Knowledge","L2","Data & Knowledge","3. Knowledge Storage & Retrieval","3.2 Graph Database Management","Store and query graph-structured knowledge with native support for relationship traversal and pattern matching","Graph Schema Management; Graph Indexing; Multi-Hop Queries; Pattern Matching; Graph Algorithms; Transaction Management","Neo4j (Cypher queries); Amazon Neptune (Gremlin/SPARQL); ArangoDB (multi-model); TigerGraph; Postgres","Gap","Low","<10K nodes, simple queries, manual management","100K-1M nodes, complex queries, automated backups","1M-10M nodes, distributed graphs, advanced algorithms","10M+ nodes, sub-second multi-hop queries, real-time updates","Graph size (nodes + relationships); Query response time (ms); Graph algorithm performance; Data consistency score (%)"
"CP-230","Foundations","Data & Knowledge","L2","Data & Knowledge","3. Knowledge Storage & Retrieval","3.3 Embedding Generation & Management","Generate, version, and manage vector embeddings from text, images, and other content types","Embedding Models; Batch Embedding; Incremental Updates; Multi-Modal Embeddings; Embedding Quality; Model Versioning","OpenAI Embeddings API (text-embedding-ada-002); Sentence Transformers (SBERT); Cohere Embed models; Custom fine-tuned models; AWS Bedrock Embeddings","Gap","Low","Single embedding model, batch processing only","Multiple models, incremental updates, 1K embeddings/minute","Domain-specific models, real-time generation, 10K+/minute","Auto-model selection, quality monitoring, 100K+/minute","Embedding generation throughput (embeddings/second); Embedding quality score (retrieval accuracy); Model inference latency (ms); Storage efficiency (compression ratio)"
"CP-231","Foundations","Data & Knowledge","L2","Data & Knowledge","3. Knowledge Storage & Retrieval","3.4 Hybrid Storage Strategies","Intelligently combine multiple storage technologies (vector, graph, document, relational) for optimal performance and functionality","Storage Orchestration; Cross-Store Queries; Data Synchronization; Query Optimization; Unified Access Layer; Cost Optimization","Polyglot persistence patterns; GraphQL for unified queries; Change Data Capture; Apache Iceberg","Gap","Low","Single storage technology","2 storage types, manual data routing","3+ storage types, automated routing, cross-store queries","Dynamic routing, cost optimization, unified query interface","Query routing accuracy (%); Cross-store query performance; Storage cost efficiency ($/GB); Data consistency across stores (%)"
"CP-232","Foundations","Data & Knowledge","L2","Data & Knowledge","3. Knowledge Storage & Retrieval","3.5 Knowledge Versioning","Track changes to knowledge over time, maintaining historical versions and enabling rollback","Version Tracking; Diff Generation; Rollback Capability; Audit Trail; Branching; Merge Strategies","Git-like versioning systems; Temporal database features; Event sourcing patterns; Delta Lake","Gap","Low","No versioning, overwrites only","Simple version tracking, manual rollback","Automated versioning, diff views, branching support","Intelligent merging, temporal queries, audit compliance","Version retrieval time (ms); Storage overhead for versions (%); Rollback success rate (%); Audit trail completeness (%)"
"CP-233","Foundations","Data & Knowledge","L2","Data & Knowledge","4. Knowledge Access & Delivery","4.1 Semantic Search","Enable natural language search over enterprise knowledge using semantic understanding rather than keyword matching","Query Understanding; Semantic Matching; Contextual Ranking; Query Expansion; Faceted Search; Personalization","Dense retrieval models (DPR, ColBERT); Vector similarity search; Elasticsearch with k-NN plugin; Reranking models (Cross-Encoder)","Gap","Low","Keyword search with basic relevance","Vector-based search, 80%+ relevance at top-5","Contextual search, query expansion, 90%+ relevance","Personalized search, multi-modal, 95%+ relevance","Search relevance (NDCG@10); Query response time (ms); User click-through rate (%); Zero-result queries (%)"
"CP-234","Foundations","Data & Knowledge","L2","Data & Knowledge","4. Knowledge Access & Delivery","4.2 RAG (Retrieval Augmented Generation)","Ground large language model responses in enterprise knowledge by retrieving relevant context before generation","Retrieval Pipeline; Context Assembly; Prompt Engineering; Generation Control; Source Attribution; Hybrid RAG","LangChain, LlamaIndex; Vector databases; AWS Bedrock Knowledge Bases; Custom RAG pipelines","Gap","Low","Simple retrieval + LLM, no source attribution","Reranking, basic attribution, 80%+ answer quality","Hybrid retrieval, confidence scoring, 90%+ quality","Agentic RAG, self-correction, multi-hop reasoning, 95%+ quality","Answer accuracy (%); Source attribution accuracy (%); Hallucination rate (%); User satisfaction (rating)"
"CP-235","Foundations","Data & Knowledge","L2","Data & Knowledge","4. Knowledge Access & Delivery","4.3 Knowledge APIs & Interfaces","Expose knowledge through well-designed APIs and interfaces for programmatic access by agents and applications","RESTful APIs; GraphQL APIs; Streaming APIs; SDKs; API Gateway; API Documentation","FastAPI, Flask; GraphQL (Apollo, Hasura); AWS API Gateway, Kong; OpenAPI specifications; WebSocket","Gap","Low","Simple REST APIs, basic authentication","Multiple endpoints, rate limiting, API docs","GraphQL support, streaming, SDKs, 99%+ uptime","Self-service API creation, auto-scaling, <100ms latency","API response time (ms); API uptime (%); Number of API consumers; API error rate (%)"
"CP-236","Foundations","Data & Knowledge","L2","Data & Knowledge","4. Knowledge Access & Delivery","4.4 Context Assembly & Ranking","Intelligently select, combine, and rank knowledge fragments to provide optimal context for specific use cases","Relevance Scoring; Reranking; Diversity Control; Context Window Management; Deduplication; Citation Management","Cross-encoder reranking models; Maximum Marginal Relevance (MMR) algorithms; Custom ranking models; Context compression techniques","Gap","Low","Simple relevance scoring, no reranking","Reranking, deduplication, basic context management","Sophisticated ranking, diversity control, 90%+ precision","Adaptive ranking, context optimization, multi-objective ranking","Ranking accuracy (NDCG); Context quality score (%); Deduplication effectiveness (%); Processing latency (ms)"
"CP-237","Foundations","Data & Knowledge","L2","Data & Knowledge","4. Knowledge Access & Delivery","4.5 Multi-Modal Knowledge Access","Provide access to knowledge across different modalities (text, images, audio, video) with unified search and retrieval","Multi-Modal Embeddings; Cross-Modal Search; Visual Search; Audio/Video Processing; Document Understanding; Unified Indexing","CLIP for vision-language models; Whisper for audio transcription; Multi-modal embedding models; AWS Bedrock multi-modal models","Gap","Low","Text-only search","Text + image search, separate indexes","Cross-modal search, unified embeddings, 3+ modalities","Seamless multi-modal experience, 5+ modalities, real-time","Cross-modal search accuracy (%); Supported modalities (#); Multi-modal query latency (ms); User adoption of non-text search (%)"
"CP-238","Foundations","Data & Knowledge","L2","Data & Knowledge","5. Knowledge Governance & Quality","5.1 Knowledge Curation","Systematically review, validate, and improve knowledge quality through human and automated processes","Content Review Workflows; Expert Validation; Crowdsourced Curation; Automated Quality Checks; Knowledge Deprecation; Continuous Improvement","Workflow management systems; Collaborative editing platforms; Quality scoring algorithms; Feedback collection systems","Gap","Low","Ad-hoc manual reviews, no workflows","Basic review workflows, quarterly reviews","Automated quality checks, continuous curation, expert networks","AI-assisted curation, self-improving knowledge, real-time validation","Knowledge freshness (days since update); Curation completion rate (%); User-reported quality issues (#); Expert review coverage (%)"
"CP-239","Foundations","Data & Knowledge","L2","Data & Knowledge","5. Knowledge Governance & Quality","5.2 Data Quality Management","Measure, monitor, and improve the quality of knowledge across dimensions including accuracy, completeness, consistency, and timeliness","Quality Metrics; Data Profiling; Anomaly Detection; Duplicate Detection; Completeness Checks; Quality Scoring","Great Expectations; Apache Griffin; Custom quality rules engines; ML-based anomaly detection","Gap","Low","No quality measurement, reactive fixes","Basic quality metrics, monthly monitoring","Comprehensive quality framework, automated detection","Predictive quality management, auto-remediation, 99%+ quality","Data quality score (%); Quality issue detection rate (%); Time to resolve quality issues (hours); Quality trend (improving/stable/declining)"
"CP-240","Foundations","Data & Knowledge","L2","Data & Knowledge","5. Knowledge Governance & Quality","5.3 Access Control & Security","Secure knowledge through authentication, authorization, encryption, and audit controls","Authentication; Authorization; Encryption; Row-Level Security; Attribute-Based Access Control (ABAC); Security Monitoring","OAuth 2.0, SAML; Azure Entra ID, Okta; Policy engines (Open Policy Agent); Encryption: TLS 1.3, AES-256","Gap","Low","Basic authentication, coarse-grained access control","Fine-grained RBAC, encryption, audit logs","ABAC, row-level security, real-time monitoring","Zero-trust architecture, AI-driven threat detection, 99.99%+ security","Security incidents (#); Access policy coverage (%); Authentication success rate (%); Audit trail completeness (%)"
"CP-241","Foundations","Data & Knowledge","L2","Data & Knowledge","5. Knowledge Governance & Quality","5.4 Compliance & Audit","Ensure knowledge management practices meet regulatory requirements and provide comprehensive audit trails","Regulatory Mapping; Audit Logging; Compliance Reporting; Data Retention; Right to Erasure; Compliance Monitoring","Compliance management platforms; Audit log aggregation (Splunk, ELK); Data lineage tracking; Retention policy engines","Gap","Low","Manual compliance checks, basic logging","Automated compliance checks, structured audit logs","Real-time compliance monitoring, comprehensive audit trails","Predictive compliance, automated remediation, 100% audit coverage","Compliance audit pass rate (%); Audit trail completeness (%); Time to respond to compliance requests (hours); Regulatory violations (#)"
"CP-242","Foundations","Data & Knowledge","L2","Data & Knowledge","5. Knowledge Governance & Quality","5.5 Knowledge Lifecycle Management","Manage knowledge from creation through retirement, including versioning, archival, and disposal","Lifecycle Policies; Content Aging; Archival Strategies; Disposal Processes; Lifecycle Automation; Lifecycle Analytics","Lifecycle management platforms; Cold storage solutions (AWS Glacier, Azure Archive); Automated workflow systems; Data classification tools","Gap","Low","No lifecycle management, manual archival","Basic lifecycle policies, scheduled archival","Automated lifecycle, intelligent archival, 90%+ compliance","Predictive lifecycle management, cost optimization, 100% automation","Knowledge freshness score (%); Storage cost optimization ($/GB); Archival compliance rate (%); Lifecycle policy coverage (%)"
"CP-243","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-01-01","Offline Feature Store","Store historical features for model training, providing point-in-time correct features with full lineage to prevent data leakage and ensure training-serving consistency","Patterns: PT-003","ABBs: AB-037, AB-049","Gap","High","Manual feature extraction for each model","Centralized feature storage with basic versioning","Point-in-time feature access with lineage tracking","Automated feature backfilling with time-travel queries","Feature reuse rate (%) | Feature freshness (hours) | Training data preparation time (hours) | Feature lineage completeness (%)"
"CP-244","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-01-02","Online Feature Store","Serve pre-computed features in real-time with sub-10ms latency, enabling consistent feature access for both training and inference","Patterns: PT-003, PT-009","ABBs: AB-047","Gap","High","Real-time feature computation per request","Cached features with 100-500ms latency","Distributed feature store with <50ms latency","Ultra-low latency <10ms with edge caching and pre-computation","Feature serving latency P95 (ms) | Feature availability (%) | Cache hit rate (%) | Training-serving consistency (%)"
"CP-245","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-01-03","Feature Engineering","Transform raw data into ML-ready features through aggregations, encodings, and transformations with reusability across models","Patterns: PT-003","ABBs: AB-048","Gap","High","Manual feature engineering per model","Reusable feature transformation pipelines","Automated feature engineering with feature discovery","AI-powered feature generation with semantic understanding","Number of reusable features | Feature engineering time reduction (%) | Model performance improvement from features (%) | Feature quality score"
"CP-246","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-01-04","Feature Registry","Catalog available features with rich metadata including definitions, owners, lineage, and quality metrics enabling feature discovery and governance","Patterns: PT-003","ABBs: AB-037","Gap","High","No feature catalog","Spreadsheet-based feature inventory","Searchable feature registry with metadata","AI-powered feature discovery with recommendation","Number of registered features | Feature discovery time (minutes) | Metadata completeness (%) | Feature reuse rate (%)"
"CP-247","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-01-05","Point-in-Time Joins","Perform temporally correct joins when creating training datasets, preventing data leakage by ensuring features use only information available at prediction time","Patterns: PT-003","ABBs: AB-037","Gap","High","No temporal awareness in joins","Manual point-in-time correct queries","Automated point-in-time joins with validation","Intelligent temporal join optimization with leakage detection","Data leakage prevention rate (%) | Join query performance | Training data quality score | Temporal correctness validation (%)"
"CP-248","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-02-01","Data Lake","Provide scalable, cost-effective storage for structured, semi-structured, and unstructured data supporting diverse analytical and ML workloads","Patterns: PT-012","ABBs: AB-038","Gap","Partial","File-based storage with limited organization","Basic data lake with folder structure","Governed data lake with metadata and access controls","Intelligent data lake with automated optimization and tiering","Storage capacity (PB) | Query performance | Data organization score | Cost per TB ($)"
"CP-249","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-02-02","Data Versioning","Version control datasets, tracking changes over time, enabling reproducibility and rollback of data for ML experiments and auditing","Patterns: PT-003, PT-014","ABBs: AB-039","Gap","Medium","No data versioning","Manual snapshot creation","Automated versioning with change tracking","Git-like data versioning with efficient storage and branching","Number of versioned datasets | Storage efficiency (deduplication ratio) | Version retrieval time (seconds) | Reproducibility success rate (%)"
"CP-250","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-02-03","Data Catalog","Maintain a searchable inventory of available data assets with metadata, lineage, quality metrics, and access information enabling data discovery","Patterns: PT-012","ABBs: AB-043","Gap","High","No central catalog","Basic catalog with manual metadata","Automated catalog with crawler and lineage","AI-powered catalog with semantic search and recommendations","Number of cataloged datasets | Data discovery time (minutes) | Metadata completeness (%) | Catalog usage rate (%)"
"CP-251","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-02-04","Data Quality Management","Monitor, measure, and improve data quality across dimensions including accuracy, completeness, consistency, and timeliness with automated validation","Patterns: PT-003, PT-017","ABBs: AB-104, AB-018","Gap","High","Manual data quality checks","Automated validation with rules and alerts","Continuous quality monitoring with anomaly detection","Predictive quality management with auto-remediation","Data quality score (%) | Quality rule coverage | Issue detection time (minutes) | Auto-remediation success rate (%)"
"CP-252","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-03-01","Knowledge Base","Store and manage organizational knowledge in structured formats supporting enterprise search, Q&A, and knowledge-grounded AI applications","Patterns: PT-005","ABBs: AB-080","Gap","High","Document repositories with keyword search","Basic knowledge base with taxonomy","Structured knowledge base with relationships and metadata","AI-powered knowledge graph with semantic understanding","Knowledge base size (documents) | Search relevance (NDCG) | Knowledge currency (days) | Usage rate (queries/day)"
"CP-253","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-03-02","Vector Store","Store and efficiently retrieve high-dimensional vector embeddings for semantic search, similarity matching, and RAG applications","Patterns: PT-005","ABBs: AB-051","Gap","High","No vector storage","Basic vector database with limited scale (<1M vectors)","Scalable vector store with 10M+ vectors and <100ms queries","Distributed vector database with 100M+ vectors and <50ms retrieval","Vector storage capacity (millions) | Query latency P95 (ms) | Recall@K accuracy (%) | Indexing throughput (vectors/second)"
"CP-254","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-03-03","Document Indexing","Process, extract content from, and index documents for efficient retrieval supporting both keyword and semantic search","Patterns: PT-005, PT-011","ABBs: AB-057","Gap","High","Manual document processing","Batch indexing with basic text extraction","Real-time indexing with OCR and entity extraction","Intelligent indexing with multi-modal understanding and semantic enrichment","Indexing throughput (documents/hour) | Index freshness (minutes) | Search relevance score | Multi-format support"
"CP-255","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-03-04","Knowledge Graph","Model and store entities and their relationships in graph structures enabling complex queries, reasoning, and knowledge discovery","Patterns: PT-005","ABBs: AB-080","Gap","Medium","No graph capabilities","Basic graph database with simple queries","Rich knowledge graph with ontologies and reasoning","Dynamic knowledge graph with ML-based link prediction and evolution","Number of entities (millions) | Number of relationships | Query complexity support | Graph reasoning capabilities"
"CP-256","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-04-01","Data Product Catalog","Publish and discover data products as self-service assets with clear ownership, SLAs, and documentation following data mesh principles","Patterns: PT-012","ABBs: AB-043","Gap","Medium","No data product concept","Basic data product registry","Comprehensive catalog with SLAs and monitoring","Marketplace with ratings","recommendations"
"CP-257","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-04-02","Domain Data Ownership","Enable domain teams to own, manage, and govern their data assets following data mesh principles with federated governance","Patterns: PT-012","ABBs: AB-044","Gap","Medium","Centralized data team ownership","Pilot domains with data ownership","Multiple domains with clear ownership and accountability","Fully federated ownership with self-service platform","Number of domains with ownership | Data quality by domain (%) | Domain team satisfaction | Time to create data products (days)"
"CP-258","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-04-03","Data Contracts","Define and enforce explicit contracts between data producers and consumers specifying schema, quality, and SLAs with automated validation","Patterns: PT-012","ABBs: AB-045","Gap","Medium","No formal contracts","Basic schema definitions","Comprehensive data contracts with SLAs and monitoring","Automated contract generation and enforcement with CI/CD integration","Contract coverage (% of data products) | Contract violation rate | SLA compliance (%) | Contract negotiation time (days)"
"CP-259","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-04-04","Self-Serve Data Access","Enable users to independently discover, access, and consume data through self-service tools without requiring data team intervention","Patterns: PT-012","ABBs: AB-044","Gap","High","IT ticket-based data access","Self-service catalog with request workflows","Instant access with automated provisioning","AI-assisted data discovery and access with intelligent recommendations","Average time to access data (hours) | Self-service usage rate (%) | Data access request volume reduction (%) | User satisfaction score"
"CP-260","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-05-01","Data Ingestion","Ingest data from diverse sources including databases, APIs, files, and streams with scalable, reliable pipelines","Patterns: PT-015","ABBs: AB-076","Gap","High","Manual data loads","Scheduled batch ingestion from 5-10 sources","Real-time and batch ingestion from 20+ sources with monitoring","Intelligent ingestion with 50+ sources including auto-discovery and optimization","Number of data sources | Ingestion reliability (%) | Data freshness (minutes) | Ingestion throughput (GB/hour)"
"CP-261","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-05-02","Data Transformation","Transform raw data through cleansing, enrichment, aggregation, and reshaping for downstream consumption with lineage tracking","Patterns: PT-016","ABBs: AB-075","Gap","High","Manual SQL transformations","dbt or similar with version control","Automated transformation with quality checks and lineage","AI-powered transformation with optimization and auto-generated documentation","Transformation coverage (% of data) | Transformation reliability (%) | Lineage completeness (%) | Transformation performance"
"CP-262","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-05-03","Schema Registry","Centrally manage data schemas with versioning, compatibility checking, and evolution support enabling consistent data contracts","Patterns: PT-015","ABBs: AB-074","Gap","Medium","No schema management","Basic schema registry with versions","Schema registry with compatibility validation and documentation","Intelligent schema evolution with impact analysis and automated migration","Number of schemas managed | Schema compatibility violations | Schema evolution frequency | Schema documentation completeness (%)"
"CP-263","Foundations","Data & Knowledge","L2","capability-model","CAP-L2-DAT-05-04","Data Pipeline Orchestration","Orchestrate complex data workflows with dependencies, scheduling, monitoring, and error handling across batch and streaming pipelines","Patterns: PT-014","ABBs: AB-013","Gap","High","Manual pipeline execution","Airflow or similar with basic DAGs","Advanced orchestration with SLA monitoring and auto-retry","Intelligent orchestration with predictive scheduling and optimization","Number of orchestrated pipelines | Pipeline reliability (%) | SLA compliance (%) | Orchestration overhead (seconds)"
"CP-264","Foundations","Integration","L0","capability-model","CAP-L0-INT: Integration & Events","Integration & Events","Real-time processing, event-driven architecture","","","","","","","","",""
"CP-265","Foundations","Integration","L1","capability-model","CAP-L1-INT-01","Event Processing","L1 Capability Group: Event Processing","","","","","","","","",""
"CP-266","Foundations","Integration","L1","capability-model","CAP-L1-INT-02","Stream Processing","L1 Capability Group: Stream Processing","","","","","","","","",""
"CP-267","Foundations","Integration","L1","capability-model","CAP-L1-INT-03","API Management","L1 Capability Group: API Management","","","","","","","","",""
"CP-268","Foundations","Integration","L1","capability-model","CAP-L1-INT-04","Batch Processing","L1 Capability Group: Batch Processing","","","","","","","","",""
"CP-269","Foundations","Integration","L2","capability-model","CAP-L2-INT-01-01","Event Streaming","Publish and subscribe to real-time event streams using pub/sub patterns, enabling event-driven architectures and asynchronous communication","Patterns: PT-015","ABBs: AB-074","Gap","High","Point-to-point messaging with basic queues","Kafka or similar with topics and consumer groups","Enterprise event streaming with schema registry and monitoring","Intelligent event routing with stream processing and governance","Event throughput (messages/second) | End-to-end latency (ms) | Consumer lag (seconds) | Event delivery guarantee (%)"
"CP-270","Foundations","Integration","L2","capability-model","CAP-L2-INT-01-02","Event Sourcing","Persist system state as an immutable sequence of events, enabling temporal queries, audit trails, and event replay","Patterns: PT-015","ABBs: AB-074","Gap","Medium","State-based persistence only","Basic event logging with replay","Event sourcing for critical domains with CQRS","Full event sourcing with temporal queries and branching","Event store size (events) | Replay performance | State reconstruction time (seconds) | Event retention policy compliance (%)"
"CP-271","Foundations","Integration","L2","capability-model","CAP-L2-INT-01-03","Event Replay","Replay historical events for recovery, testing, or reprocessing, ensuring system resilience and data correction","Patterns: PT-015","ABBs: AB-079","Gap","Medium","No replay capability","Manual event replay for specific scenarios","Automated replay with filtering and transformation","Intelligent replay with impact analysis and validation","Replay throughput (events/second) | Replay accuracy (%) | Replay time vs original (ratio) | Recovery success rate (%)"
"CP-272","Foundations","Integration","L2","capability-model","CAP-L2-INT-01-04","Dead Letter Handling","Capture, analyze, and reprocess failed messages that cannot be delivered or processed, ensuring no data loss","Patterns: PT-015","ABBs: AB-078","Gap","High","Messages dropped on failure","Manual dead letter queue inspection","Automated DLQ monitoring with alerting and retry","Intelligent failure analysis with auto-remediation and pattern detection","DLQ message rate (%) | Message recovery success rate (%) | Time to resolution (hours) | Failure pattern detection accuracy (%)"
"CP-273","Foundations","Integration","L2","capability-model","CAP-L2-INT-02-01","Real-Time Feature Computation","Compute ML features from streaming data in real-time, providing fresh features for online predictions","Patterns: PT-016","ABBs: AB-075","Gap","High","Batch feature computation only","Micro-batch streaming with 5-15 minute latency","True streaming with <1 minute feature freshness","Sub-second feature computation with incremental aggregations","Feature freshness (seconds) | Computation throughput (events/second) | Feature accuracy vs batch (%) | Latency P95 (ms)"
"CP-274","Foundations","Integration","L2","capability-model","CAP-L2-INT-02-02","Windowed Aggregations","Aggregate streaming data over time windows (tumbling, sliding, session) for time-series analysis and real-time metrics","Patterns: PT-016","ABBs: AB-075","Gap","High","No windowing support","Fixed tumbling windows","Multiple window types with event-time processing","Advanced windowing with late event handling and state management","Window computation latency (ms) | State size efficiency | Late event handling rate (%) | Window accuracy (%)"
"CP-275","Foundations","Integration","L2","capability-model","CAP-L2-INT-02-03","Pattern Detection","Identify complex event patterns in streams using CEP techniques, enabling real-time fraud detection and anomaly identification","Patterns: PT-016","ABBs: AB-075","Gap","Medium","Rule-based pattern matching","Basic CEP with simple patterns","ML-powered pattern detection with learning","Automated pattern discovery and adaptive detection","Pattern detection accuracy (%) | Detection latency (ms) | False positive rate (%) | Pattern complexity supported"
