use_case_id,use_case_name,abb_id,abb_name,component_name,role_in_solution,abb_description,architecture_layer,primary_pattern_id,primary_pattern_name,pattern_abb_alignment
17,FrontLine CIB,260,Presentation Generation,GenAI Pitch Materials,Creates customized pitch presentations for CIB clients,Automated presentation generation,AI/ML Services Layer,PT-005,Self-Reflective RAG,2025 Self-Reflective RAG with hybrid search
17,FrontLine CIB,261,Content Personalization,GenAI Pitch Materials,Personalizes pitch content for specific clients and deals,Engine for personalizing content,Application Services Layer,PT-005,Self-Reflective RAG,2025 Multi-Model Routing for optimal model selection
17,FrontLine CIB,262,Market Intelligence,Market Intelligence,Aggregates market intelligence from multiple sources,Platform for market intelligence,Data & Knowledge Layer,PT-005,Self-Reflective RAG,2025 Self-Reflective RAG with hybrid search
17,FrontLine CIB,263,News Analysis,Market Intelligence,Analyzes financial news for CIB-relevant insights,NLP for news analysis,AI/ML Services Layer,PT-005,Self-Reflective RAG,2025 Self-Reflective RAG with hybrid search
17,FrontLine CIB,264,Competitive Intelligence,Market Intelligence,Tracks competitive activity and market positioning,System for tracking competition,Data & Knowledge Layer,PT-005,Self-Reflective RAG,2025 Self-Reflective RAG with hybrid search
17,FrontLine CIB,265,Relationship Mapping,Relationship Intelligence,Maps client relationships and organizational structures,Graph-based relationship mapping,Data & Knowledge Layer,PT-005,Self-Reflective RAG,2025 Self-Reflective RAG with hybrid search
17,FrontLine CIB,266,Stakeholder Analysis,Relationship Intelligence,Analyzes key stakeholders in client organizations,Tool for stakeholder analysis,AI/ML Services Layer,PT-005,Self-Reflective RAG,2025 Self-Reflective RAG with hybrid search
17,FrontLine CIB,267,Engagement Tracking,Relationship Intelligence,Tracks client engagement history and patterns,System for tracking engagement,Data & Knowledge Layer,PT-005,Self-Reflective RAG,2025 Self-Reflective RAG with hybrid search
18,Procurement,268,Vendor Matching,GenAI Vendor Matching,Matches procurement requests to suitable vendors using AI,AI-powered vendor matching,AI/ML Services Layer,PT-008,Multi-Agent Orchestration,2025 Agentic AI with planning/reflection modules
18,Procurement,269,Requirement Analysis,GenAI Vendor Matching,Analyzes procurement requirements to identify best vendors,NLP for requirement analysis,AI/ML Services Layer,PT-008,Multi-Agent Orchestration,2025 Agentic AI with planning/reflection modules
18,Procurement,270,Vendor Recommendation,GenAI Vendor Matching,Recommends vendors based on requirements and past performance,System for generating personalized recommendations,AI/ML Services Layer,PT-008,Multi-Agent Orchestration,2025 Multi-Model Routing for optimal model selection
18,Procurement,271,Agentic AI Orchestration,Agentic AI Orchestration,Orchestrates multiple AI agents for procurement process automation,Multi-agent orchestration framework,Application Services Layer,PT-008,Multi-Agent Orchestration,2025 Agentic AI with planning/reflection modules
18,Procurement,272,Agent Coordination,Agentic AI Orchestration,Coordinates specialized procurement agents working together,System for coordinating agents,Application Services Layer,PT-008,Multi-Agent Orchestration,2025 Agentic AI with planning/reflection modules
18,Procurement,273,Workflow Automation,Agentic AI Orchestration,Automates end-to-end procurement workflows with AI agents,Automation framework for business processes,Application Services Layer,PT-008,Multi-Agent Orchestration,2025 Agentic AI with planning/reflection modules
18,Procurement,274,OCR Service,OCR Invoice Matching,Extracts data from invoices for processing,Optical Character Recognition service for text extraction,AI/ML Services Layer,PT-008,Multi-Agent Orchestration,2025 IDP with multi-modal extraction
18,Procurement,275,Invoice Processing,OCR Invoice Matching,Processes invoices and matches to purchase orders,Invoice processing system,Application Services Layer,PT-008,Multi-Agent Orchestration,2025 IDP with multi-modal extraction
18,Procurement,276,3-way Match Logic,OCR Invoice Matching,Performs three-way matching of PO receipt and invoice,Three-way matching logic,Application Services Layer,PT-008,Multi-Agent Orchestration,2025 IDP with multi-modal extraction
18,Procurement,277,Contract Analysis,GenAI Contract Review,Analyzes procurement contracts using AI for risk and compliance,AI-powered contract analysis,AI/ML Services Layer,PT-008,Multi-Agent Orchestration,2025 Self-Reflective RAG with hybrid search
18,Procurement,278,Clause Extraction,GenAI Contract Review,Extracts key clauses and terms from contracts,NLP for clause extraction,AI/ML Services Layer,PT-008,Multi-Agent Orchestration,2025 IDP with multi-modal extraction
18,Procurement,279,Risk Identification,GenAI Contract Review,Identifies risks and non-standard terms in contracts,System for identifying risks,AI/ML Services Layer,PT-008,Multi-Agent Orchestration,2025 Agentic AI with planning/reflection modules
18,Procurement,280,Spend Analytics,Spend Analytics,Analyzes procurement spend patterns and identifies savings opportunities,Platform for spend analysis,Data & Knowledge Layer,PT-008,Multi-Agent Orchestration,2025 Real-Time Scoring with Feature Store dual-store
18,Procurement,281,Category Analysis,Spend Analytics,Analyzes spending by category for optimization,Tool for category analysis,Application Services Layer,PT-008,Multi-Agent Orchestration,2025 Real-Time Scoring with Feature Store dual-store
18,Procurement,282,Savings Identification,Spend Analytics,Identifies cost saving opportunities in procurement,System for identifying savings,AI/ML Services Layer,PT-008,Multi-Agent Orchestration,2025 Agentic AI with planning/reflection modules
19,Payment Disputes,283,Dispute Classification,ML Dispute Classification,Classifies payment disputes by type using ML,ML models for classification,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Real-Time Scoring with Feature Store dual-store
19,Payment Disputes,284,Priority Assignment,ML Dispute Classification,Assigns priority to disputes based on ML predictions,System for assigning priorities,Application Services Layer,PT-007,Agentic AI Pattern,2025 Real-Time Scoring with Feature Store dual-store
19,Payment Disputes,285,Routing Logic,ML Dispute Classification,Routes disputes to appropriate teams based on classification,System for routing work items,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
19,Payment Disputes,286,Evidence Analysis,GenAI Evidence Analysis,Analyzes dispute evidence using AI to determine validity,AI-powered evidence analysis,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
19,Payment Disputes,287,Document Understanding,GenAI Evidence Analysis,Understands dispute documentation using NLP,NLP for document understanding,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 IDP with multi-modal extraction
19,Payment Disputes,288,Outcome Prediction,GenAI Evidence Analysis,Predicts dispute outcome based on evidence,ML models for prediction,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Real-Time Scoring with Feature Store dual-store
19,Payment Disputes,289,Card Network Integration,Card Network Integration,Integrates with card networks for dispute processing,Integration with core banking,Integration Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
19,Payment Disputes,290,Chargeback Processing,Card Network Integration,Processes chargebacks according to network rules,System for processing chargebacks,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
19,Payment Disputes,291,Network Compliance,Card Network Integration,Ensures compliance with card network regulations,Compliance checking system,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
19,Payment Disputes,292,LLM API,GenAI Response Letters,Generates dispute response letters using AI,API for accessing Large Language Model capabilities,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Self-Reflective RAG with hybrid search
19,Payment Disputes,293,Letter Generation,GenAI Response Letters,Creates personalized response letters for disputes,Automated letter generation,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Self-Reflective RAG with hybrid search
19,Payment Disputes,294,Template Management,GenAI Response Letters,Manages templates for different dispute types,System for managing and versioning report templates,Application Services Layer,PT-007,Agentic AI Pattern,2025 Self-Reflective RAG with hybrid search
19,Payment Disputes,295,Resolution Tracking,Automated Resolution Tracking,Tracks dispute resolution status automatically,System for tracking status,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
19,Payment Disputes,296,SLA Monitoring,Automated Resolution Tracking,Monitors SLAs for dispute resolution,System for monitoring SLAs,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
19,Payment Disputes,297,Escalation Management,Automated Resolution Tracking,Manages escalations for overdue disputes,System for managing escalations,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
20,Controls Testing,298,Test Generation,AI Test Case Generation,Generates control test cases using AI,Automated test case generation,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
20,Controls Testing,299,Coverage Analysis,AI Test Case Generation,Analyzes control coverage and identifies testing gaps,Test coverage analysis tools,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
20,Controls Testing,300,Risk-based Testing,AI Test Case Generation,Prioritizes control testing based on risk assessment,Risk-based testing approach,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
20,Controls Testing,301,Test Execution,Automated Test Execution,Executes control tests automatically,Test automation framework,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
20,Controls Testing,302,Result Validation,Automated Test Execution,Validates test results against expected outcomes,Test result validation system,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
20,Controls Testing,303,Exception Handling,Automated Test Execution,Handles test exceptions and failures,Exception handling system,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
20,Controls Testing,304,LLM API,GenAI Testing Reports,Generates control testing reports using AI,API for accessing Large Language Model capabilities,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Self-Reflective RAG with hybrid search
20,Controls Testing,305,Report Generation,GenAI Testing Reports,Creates comprehensive testing reports with narratives,Automated report generation system,Application Services Layer,PT-007,Agentic AI Pattern,2025 Self-Reflective RAG with hybrid search
20,Controls Testing,306,Finding Documentation,GenAI Testing Reports,Documents control testing findings automatically,Automated documentation generation,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Self-Reflective RAG with hybrid search
20,Controls Testing,307,Evidence Collection,Automated Evidence Collection,Collects testing evidence automatically,Tool for collecting investigation evidence,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
20,Controls Testing,308,Audit Trail,Automated Evidence Collection,Maintains audit trail of control testing activities,Audit trail generation and management,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
20,Controls Testing,309,Documentation Management,Automated Evidence Collection,Manages testing documentation and evidence,Document management system,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
20,Controls Testing,310,GRC System Integration,GRC System Integration,Integrates with governance risk and compliance systems,Integration with audit systems,Integration Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
20,Controls Testing,311,Control Management,GRC System Integration,Manages control inventory and testing schedules,System for managing controls,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
20,Controls Testing,312,Compliance Reporting,GRC System Integration,Reports control testing results to compliance systems,Automated compliance report generation,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
21,Wholesale Underwriting,313,Credit Scoring ML,ML Credit Assessment,Assesses wholesale credit applications using advanced ML,ML models for risk assessment,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 Real-Time Scoring with Feature Store dual-store
21,Wholesale Underwriting,314,Risk Models,ML Credit Assessment,Implements wholesale-specific risk models,Specialized ML models for risk assessment,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 Real-Time Scoring with Feature Store dual-store
21,Wholesale Underwriting,315,Portfolio Analysis,ML Credit Assessment,Analyzes wholesale portfolio risk concentration,Analytics for portfolio analysis,Data & Knowledge Layer,PT-011,Intelligent Document Processing,2025 Real-Time Scoring with Feature Store dual-store
21,Wholesale Underwriting,316,Financial Analysis,Financial Spreading,Analyzes financial statements from wholesale borrowers,AI-powered financial analysis,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
21,Wholesale Underwriting,317,Ratio Calculation,Financial Spreading,Calculates financial ratios for credit assessment,Financial ratio calculation engine,Application Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
21,Wholesale Underwriting,318,Trend Analysis,Financial Spreading,Analyzes financial trends over time,System for analyzing trends,Application Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
21,Wholesale Underwriting,319,OCR Service,OCR Document Processing,Extracts data from wholesale loan documents,Optical Character Recognition service for text extraction,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
21,Wholesale Underwriting,320,Financial Document Processing,OCR Document Processing,Processes complex wholesale financial documents,Framework for processing documents,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
21,Wholesale Underwriting,321,Data Extraction,OCR Document Processing,Extracts structured data from unstructured documents,Engine for extracting text from images,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
21,Wholesale Underwriting,322,LLM API,GenAI Credit Memo,Generates wholesale credit memos using AI,API for accessing Large Language Model capabilities,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 Self-Reflective RAG with hybrid search
21,Wholesale Underwriting,323,Memo Generation,GenAI Credit Memo,Creates comprehensive credit memos automatically,Automated memo generation,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 Self-Reflective RAG with hybrid search
21,Wholesale Underwriting,324,Credit Analysis,GenAI Credit Memo,Performs AI-assisted credit analysis for memos,AI-powered credit analysis,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 MANDATORY explainability with SHAP/LIME
21,Wholesale Underwriting,325,Deal Modeling,Deal Structuring,Models wholesale deal structures and scenarios,Financial modeling tools,Application Services Layer,PT-011,Intelligent Document Processing,2025 Agentic AI with planning/reflection modules
21,Wholesale Underwriting,326,Scenario Analysis,Deal Structuring,Analyzes different deal structure scenarios,Tools for scenario analysis,Application Services Layer,PT-011,Intelligent Document Processing,2025 Agentic AI with planning/reflection modules
21,Wholesale Underwriting,327,Optimization,Deal Structuring,Optimizes deal structure for risk and return,Optimization algorithms,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 Agentic AI with planning/reflection modules
21,Wholesale Underwriting,328,Deal Approval Workflow,Deal Approval Workflow,Manages wholesale deal approval process,Deal approval workflow automation,Application Services Layer,PT-011,Intelligent Document Processing,2025 Agentic AI with planning/reflection modules
21,Wholesale Underwriting,329,Credit Committee,Deal Approval Workflow,Coordinates credit committee review and decisions,System for managing approvals,Application Services Layer,PT-011,Intelligent Document Processing,2025 Agentic AI with planning/reflection modules
21,Wholesale Underwriting,330,Approval Process,Deal Approval Workflow,Automates approval routing and tracking,System for managing approvals,Application Services Layer,PT-011,Intelligent Document Processing,2025 Agentic AI with planning/reflection modules
22,Learning Content,331,Content Generation,GenAI Content Creation,Generates learning content using generative AI,AI-powered content generation,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Self-Reflective RAG with hybrid search
22,Learning Content,332,Instructional Design,GenAI Content Creation,Applies instructional design principles to AI-generated content,AI-assisted instructional design,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
22,Learning Content,333,Multimedia Creation,GenAI Content Creation,Creates multimedia learning materials,Multimedia content generation,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Multi-Model Routing for optimal model selection
22,Learning Content,334,Assessment Generation,Adaptive Assessment Generation,Generates adaptive assessments for learners,Adaptive assessment platform,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
22,Learning Content,335,Question Banks,Adaptive Assessment Generation,Manages question banks for assessments,Question bank management system,Data & Knowledge Layer,PT-007,Agentic AI Pattern,2025 Self-Reflective RAG with hybrid search
22,Learning Content,336,Adaptive Learning,Adaptive Assessment Generation,Adapts content based on learner performance,Adaptive learning algorithms,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Multi-Model Routing for optimal model selection
22,Learning Content,337,Personalization Engine,Personalized Learning Path,Personalizes learning paths for individual learners,Engine for personalizing content,Application Services Layer,PT-007,Agentic AI Pattern,2025 Multi-Model Routing for optimal model selection
22,Learning Content,338,Learner Profiling,Personalized Learning Path,Profiles learners to understand needs and preferences,Learner profile management,Data & Knowledge Layer,PT-007,Agentic AI Pattern,2025 Multi-Model Routing for optimal model selection
22,Learning Content,339,Recommendation Engine,Personalized Learning Path,Recommends learning content based on learner profile,System for generating personalized recommendations,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Multi-Model Routing for optimal model selection
22,Learning Content,340,Video Generation,GenAI Video Production,Generates learning videos using AI,AI-powered video generation,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Multi-Model Routing for optimal model selection
22,Learning Content,341,Script Writing,GenAI Video Production,Writes video scripts automatically,AI script generation,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Self-Reflective RAG with hybrid search
22,Learning Content,342,Editing Automation,GenAI Video Production,Automates video editing processes,Automated video editing,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
22,Learning Content,343,Translation Service,Multi-language Translation,Translates learning content to multiple languages,AI-powered translation service,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Multi-Model Routing for optimal model selection
22,Learning Content,344,Localization,Multi-language Translation,Localizes content for different regions and cultures,Content localization system,Application Services Layer,PT-007,Agentic AI Pattern,2025 Multi-Model Routing for optimal model selection
22,Learning Content,345,Quality Assurance,Multi-language Translation,Ensures translation quality meets standards,Translation quality assurance,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
23,Collection Management,346,Debtor Segmentation,ML Debtor Segmentation,Segments debtors using ML for targeted strategies,ML models for customer segmentation,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
23,Collection Management,347,Behavioral Clustering,ML Debtor Segmentation,Clusters debtors by payment behavior patterns,Clustering algorithms for segmentation,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
23,Collection Management,348,Risk Stratification,ML Debtor Segmentation,Stratifies debtors by collection risk,System for risk stratification,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
23,Collection Management,349,Payment Prediction,Payment Prediction Models,Predicts likelihood and timing of debtor payments,ML models for prediction,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
23,Collection Management,350,Default Probability,Payment Prediction Models,Calculates probability of payment default,Models for calculating default probability,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
23,Collection Management,351,Propensity Scoring,Payment Prediction Models,Scores propensity to pay using ML,Scoring system for propensity,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
23,Collection Management,352,Strategy Recommendation,GenAI Collection Strategy,Recommends collection strategies using AI,AI-powered recommendation system,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Agentic AI with planning/reflection modules
23,Collection Management,353,Channel Selection,GenAI Collection Strategy,Selects optimal communication channel for each debtor,System for channel selection,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Multi-Model Routing for optimal model selection
23,Collection Management,354,Timing Optimization,GenAI Collection Strategy,Optimizes timing of collection activities,Optimization for timing,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Agentic AI with planning/reflection modules
23,Collection Management,355,LLM API,Personalized Communication,Generates personalized collection messages,API for accessing Large Language Model capabilities,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Multi-Model Routing for optimal model selection
23,Collection Management,356,Message Personalization,Personalized Communication,Personalizes collection communications for debtors,System for personalizing messages,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Multi-Model Routing for optimal model selection
23,Collection Management,357,Tone Adaptation,Personalized Communication,Adapts communication tone based on debtor segment,System for adapting tone,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Multi-Model Routing for optimal model selection
23,Collection Management,358,Workflow Automation,Collection Workflow Automation,Automates collection workflows and processes,Automation framework for business processes,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Agentic AI with planning/reflection modules
23,Collection Management,359,Case Management,Collection Workflow Automation,Manages collection cases and activities,System for managing investigation cases,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Agentic AI with planning/reflection modules
23,Collection Management,360,Escalation Logic,Collection Workflow Automation,Automates escalation based on rules and ML,System for managing escalations,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Agentic AI with planning/reflection modules
24,Front-end App Personalisation,361,User Profiling,User Behavior Analysis,Profiles users based on app behavior and preferences,Learner profile management,Data & Knowledge Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,362,Behavioral Tracking,User Behavior Analysis,Tracks user interactions and behavior patterns,System for tracking engagement,Data & Knowledge Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,363,Preference Learning,User Behavior Analysis,Learns user preferences from behavior,ML for preference learning,AI/ML Services Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,364,Recommendation Engine,ML Recommendation Engine,Recommends personalized app features and content,System for generating personalized recommendations,AI/ML Services Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,365,Collaborative Filtering,ML Recommendation Engine,Uses collaborative filtering for recommendations,Collaborative filtering algorithm for recommendations,AI/ML Services Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,366,Content Ranking,ML Recommendation Engine,Ranks content by relevance to user,Content ranking algorithms,AI/ML Services Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,367,UI Personalization,Dynamic UI Personalization,Personalizes app UI based on user preferences,UI personalization engine,Presentation Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,368,Layout Optimization,Dynamic UI Personalization,Optimizes UI layout for individual users,System for optimizing layout,Presentation Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,369,Feature Prioritization,Dynamic UI Personalization,Prioritizes features based on user behavior,System for prioritizing features,Application Services Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,370,LLM API,GenAI Contextual Messaging,Generates contextual in-app messages using AI,API for accessing Large Language Model capabilities,AI/ML Services Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,371,Message Generation,GenAI Contextual Messaging,Creates personalized in-app messages,AI-powered content generation,AI/ML Services Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,372,Context Understanding,GenAI Contextual Messaging,Understands user context for relevant messaging,NLP for understanding data context,AI/ML Services Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,373,A/B Testing,A/B Testing Framework,Tests personalization approaches,A/B testing platform for experimentation,Application Services Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,374,Experiment Design,A/B Testing Framework,Designs experiments for personalization,Framework for designing experiments,Application Services Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,375,Statistical Analysis,A/B Testing Framework,Analyzes experiment results,Statistical analysis tools for experiments,Application Services Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,376,Mobile SDK Integration,Mobile SDK Integration,Integrates personalization into mobile apps,Mobile app integration layer,Integration Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,377,Real-time Sync,Mobile SDK Integration,Synchronizes personalization in real-time,Real-time data synchronization,Integration Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
24,Front-end App Personalisation,378,Performance Optimization,Mobile SDK Integration,Optimizes app performance with personalization,System for optimizing performance,Application Services Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
3,Analytics and Reporting,379,Analytics Dashboard,Reporting Interface,Provides interactive dashboard for analytics visualization and exploration,Self-service analytics dashboard,Presentation Layer,PT-005,Self-Reflective RAG,2025 Self-Reflective RAG with hybrid search
4,Credit Risk,380,Credit Decision Interface,Decision Interface,Displays credit scores and explanations to credit officers,User interface for credit decisions,Presentation Layer,PT-009,Real-Time ML Scoring,2025 MANDATORY explainability with SHAP/LIME
6,HyperPersonalization,381,Customer Portal,Customer Interface,Delivers personalized content and offers to customers,Customer-facing web and mobile interface,Presentation Layer,PT-006,Multi-Model Routing,2025 Multi-Model Routing for optimal model selection
8,Security AI,382,Security Dashboard,SIEM Dashboard,Visualizes security threats and incident status for security analysts,Security operations center dashboard,Presentation Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
10,SDLC,383,Developer Portal,Developer Interface,Provides AI coding assistance and code review feedback to developers,Integrated development environment interface,Presentation Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
12,QA/QC,384,Quality Dashboard,QA Dashboard,Displays quality metrics and test results for QA teams,Quality assurance dashboard,Presentation Layer,PT-014,Batch Prediction Pattern,2025 Real-Time Scoring with Feature Store dual-store
13,Fraud Ops,385,Fraud Investigation Dashboard,Investigation Interface,Presents fraud alerts and case details to fraud investigators,Fraud analyst workstation,Presentation Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
14,Onboarding,386,Onboarding Portal,Customer Interface,Guides customers through digital onboarding process,Customer onboarding web and mobile interface,Presentation Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
16,IT Ops,387,Operations Dashboard,AIOps Dashboard,Visualizes IT infrastructure health and incidents for operations teams,IT operations monitoring dashboard,Presentation Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
17,FrontLine CIB,388,CIB Banker Portal,Banker Interface,Delivers deal insights and pitch materials to CIB bankers,Corporate and investment banking workstation,Presentation Layer,PT-005,Self-Reflective RAG,2025 Self-Reflective RAG with hybrid search
18,Procurement,389,Procurement Portal,Procurement Interface,Provides vendor matching and contract review interface to procurement teams,Procurement management interface,Presentation Layer,PT-008,Multi-Agent Orchestration,2025 Agentic AI with planning/reflection modules
19,Payment Disputes,390,Disputes Dashboard,Disputes Interface,Displays dispute cases and resolution status to dispute resolution teams,Payment disputes workstation,Presentation Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
20,Controls Testing,391,Testing Dashboard,Testing Interface,Shows control testing results and evidence to auditors and controllers,Controls testing dashboard,Presentation Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
21,Wholesale Underwriting,392,Underwriting Workstation,Underwriter Interface,Presents credit assessments and deal models to wholesale underwriters,Wholesale lending workstation,Presentation Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
22,Learning Content,393,Learning Portal,Learner Interface,Delivers personalized learning content and assessments to learners,Learning management system interface,Presentation Layer,PT-007,Agentic AI Pattern,2025 Multi-Model Routing for optimal model selection
23,Collection Management,394,Collections Dashboard,Collections Interface,Displays debtor information and collection strategies to collection agents,Collections management dashboard,Presentation Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
1,FrontLine - Partnership Banking,395,RM Dashboard,Agent Interface,Presents customer insights and AI recommendations to relationship managers,User interface for relationship managers,Presentation Layer,PT-005,Self-Reflective RAG,2025 Self-Reflective RAG with hybrid search
5,Lending Ops,396,Document Repository,Document Storage,"Stores loan application documents, extracted data, and processing history for the lending workflow",Enterprise document management and storage system,Data & Knowledge Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
10,SDLC,397,Code Knowledge Base,Development Knowledge,"Stores code patterns, security rules, best practices, and historical analysis results for AI-assisted development",Knowledge repository for software development patterns and rules,Data & Knowledge Layer,PT-007,Agentic AI Pattern,2025 Self-Reflective RAG with hybrid search
